2
2.5
3
3.5
4
4.5
5
5.5
6
6.5
7
7.5
8
8.5
9
9.5
10
10.5
11
11.5
12
12.5
13
13.5
14
14.5
15
15.5
16
18.48
21.252
24.024
26.796
29.568
31.68
33.792
35.904
38.016
39.996
41.976
43.956
45.936
47.652
49.368
51.084
52.8
54.384
55.968
57.552
59.136
60.72
62.304
63.888
65.472
66.924
68.376
69.828
71.28
82.32
79.548
76.776
74.004
71.232
69.12
67.008
64.896
62.784
60.804
58.824
56.844
54.864
53.148
51.432
49.716
48
46.416
44.832
43.248
41.664
40.08
38.496
36.912
35.328
33.876
32.424
30.972
29.52
8.4179
10.285
12.151
14.018
15.885
17.751
19.618
21.485
23.351
25.218
27.085
28.951
30.818
32.685
34.551
36.418
38.285
40.151
42.018
43.885
45.751
47.618
49.485
51.351
53.218
55.085
56.951
58.818
60.685
65.853
65.107
63.822
62.213
60.395
58.997
57.503
55.937
54.317
52.769
51.189
49.582
47.953
46.538
45.108
43.667
42.214
40.87
39.518
38.159
36.795
35.425
34.051
32.673
31.292
30.024
28.754
27.481
26.206
